fmun_cod;fmun;ano;mes;mes_ano;regiao;roubo_veiculo;furto_veiculos;recuperacao_veiculos
3304102;Porciúncula;2023;3;2023m03;Interior;0;0;0
3304110;Porto Real;2023;3;2023m03;Interior;0;0;2
3304128;Quatis;2023;3;2023m03;Interior;0;0;0
3304144;Queimados;2023;3;2023m03;Baixada Fluminense;3;16;6
3304151;Quissamã;2023;3;2023m03;Interior;2;0;1
3304201;Resende;2023;3;2023m03;Interior;1;1;4
3304300;Rio Bonito;2023;3;2023m03;Interior;1;9;2
3304409;Rio Claro;2023;3;2023m03;Interior;0;1;0
3304508;Rio das Flores;2023;3;2023m03;Interior;0;0;0
3304524;Rio das Ostras;2023;3;2023m03;Interior;4;17;14
3304557;Rio de Janeiro;2023;3;2023m03;Capital;1335;825;747
3304607;Santa Maria Madalena;2023;3;2023m03;Interior;0;1;0
3304706;Santo Antônio de Pádua;2023;3;2023m03;Interior;0;2;0
3304755;São Francisco de Itabapoana;2023;3;2023m03;Interior;2;1;3
3304805;São Fidélis;2023;3;2023m03;Interior;0;0;2
3304904;São Gonçalo;2023;3;2023m03;Grande Niterói;119;112;58
3305000;São João da Barra;2023;3;2023m03;Interior;0;1;0
3305109;São João de Meriti;2023;3;2023m03;Baixada Fluminense;112;43;33
3305133;São José de Ubá;2023;3;2023m03;Interior;0;0;0
3305158;São José do Vale do Rio Preto;2023;3;2023m03;Interior;0;0;0
3305208;São Pedro da Aldeia;2023;3;2023m03;Interior;1;4;2
3305307;São Sebastião do Alto;2023;3;2023m03;Interior;0;1;1
3305406;Sapucaia;2023;3;2023m03;Interior;0;0;0
3305505;Saquarema;2023;3;2023m03;Interior;0;9;3
3305554;Seropédica;2023;3;2023m03;Baixada Fluminense;7;5;5
3305604;Silva Jardim;2023;3;2023m03;Interior;1;1;1
3305703;Sumidouro;2023;3;2023m03;Interior;0;0;0
3305752;Tanguá;2023;3;2023m03;Interior;2;1;3
3305802;Teresópolis;2023;3;2023m03;Interior;0;7;4
3305901;Trajano de Moraes;2023;3;2023m03;Interior;0;0;0
3306008;Três Rios;2023;3;2023m03;Interior;1;0;4
3306107;Valença;2023;3;2023m03;Interior;0;0;0
3306156;Varre-Sai;2023;3;2023m03;Interior;0;0;0
3306206;Vassouras;2023;3;2023m03;Interior;0;0;1
3306305;Volta Redonda;2023;3;2023m03;Interior;6;16;9
3300100;Angra dos Reis;2023;4;2023m04;Interior;2;5;5
3300159;Aperibé;2023;4;2023m04;Interior;0;1;0
3300209;Araruama;2023;4;2023m04;Interior;4;6;5
3300225;Areal;2023;4;2023m04;Interior;0;0;0
3300233;Armação dos Búzios;2023;4;2023m04;Interior;0;4;2
3300258;Arraial do Cabo;2023;4;2023m04;Interior;0;1;0
3300308;Barra do Piraí;2023;4;2023m04;Interior;0;0;1
3300407;Barra Mansa;2023;4;2023m04;Interior;2;4;3
3300456;Belford Roxo;2023;4;2023m04;Baixada Fluminense;117;47;38
3300506;Bom Jardim;2023;4;2023m04;Interior;0;2;1
3300605;Bom Jesus do Itabapoana;2023;4;2023m04;Interior;0;3;0
3300704;Cabo Frio;2023;4;2023m04;Interior;11;16;3
3300803;Cachoeiras de Macacu;2023;4;2023m04;Interior;0;1;0
3300902;Cambuci;2023;4;2023m04;Interior;0;0;0
3300936;Carapebus;2023;4;2023m04;Interior;0;0;0
3300951;Comendador Levy Gasparian;2023;4;2023m04;Interior;0;0;0
3301009;Campos dos Goytacazes;2023;4;2023m04;Interior;7;20;12
3301108;Cantagalo;2023;4;2023m04;Interior;0;0;0
3301157;Cardoso Moreira;2023;4;2023m04;Interior;0;1;1
3301207;Carmo;2023;4;2023m04;Interior;0;0;0
3301306;Casimiro de Abreu;2023;4;2023m04;Interior;1;3;0
3301405;Conceição de Macabu;2023;4;2023m04;Interior;0;0;2
3301504;Cordeiro;2023;4;2023m04;Interior;0;0;0
3301603;Duas Barras;2023;4;2023m04;Interior;0;0;0
3301702;Duque de Caxias;2023;4;2023m04;Baixada Fluminense;292;122;191
3301801;Engenheiro Paulo de Frontin;2023;4;2023m04;Interior;0;1;1
3301850;Guapimirim;2023;4;2023m04;Baixada Fluminense;2;8;3
3301876;Iguaba Grande;2023;4;2023m04;Interior;1;4;4
3301900;Itaboraí;2023;4;2023m04;Interior;24;17;11
3302007;Itaguaí;2023;4;2023m04;Baixada Fluminense;8;9;3
3302056;Italva;2023;4;2023m04;Interior;0;1;0
3302106;Itaocara;2023;4;2023m04;Interior;0;1;1
3302205;Itaperuna;2023;4;2023m04;Interior;0;0;0
3302254;Itatiaia;2023;4;2023m04;Interior;0;0;0
3302270;Japeri;2023;4;2023m04;Baixada Fluminense;6;2;1
3302304;Laje do Muriaé;2023;4;2023m04;Interior;0;0;0
3302403;Macaé;2023;4;2023m04;Interior;6;11;4
3302452;Macuco;2023;4;2023m04;Interior;0;1;0
3302502;Magé;2023;4;2023m04;Baixada Fluminense;10;28;6
3302601;Mangaratiba;2023;4;2023m04;Interior;2;10;0
3302700;Maricá;2023;4;2023m04;Grande Niterói;3;17;3
3302809;Mendes;2023;4;2023m04;Interior;0;0;0
3302858;Mesquita;2023;4;2023m04;Baixada Fluminense;22;14;11
3302908;Miguel Pereira;2023;4;2023m04;Interior;0;0;0
3303005;Miracema;2023;4;2023m04;Interior;0;0;0
3303104;Natividade;2023;4;2023m04;Interior;0;1;0
3303203;Nilópolis;2023;4;2023m04;Baixada Fluminense;26;17;10
3303302;Niterói;2023;4;2023m04;Grande Niterói;19;87;20
3303401;Nova Friburgo;2023;4;2023m04;Interior;0;8;2
3303500;Nova Iguaçu;2023;4;2023m04;Baixada Fluminense;156;64;47
3303609;Paracambi;2023;4;2023m04;Baixada Fluminense;0;2;3
3303708;Paraíba do Sul;2023;4;2023m04;Interior;0;2;0
3303807;Paraty;2023;4;2023m04;Interior;0;0;0
3303856;Paty do Alferes;2023;4;2023m04;Interior;0;0;0
3303906;Petrópolis;2023;4;2023m04;Interior;1;5;5
3303955;Pinheiral;2023;4;2023m04;Interior;1;1;0
3304003;Piraí;2023;4;2023m04;Interior;0;1;0
3304102;Porciúncula;2023;4;2023m04;Interior;0;0;0
3304110;Porto Real;2023;4;2023m04;Interior;1;0;2
3304128;Quatis;2023;4;2023m04;Interior;0;0;0
3304144;Queimados;2023;4;2023m04;Baixada Fluminense;4;17;4
3304151;Quissamã;2023;4;2023m04;Interior;0;0;0
3304201;Resende;2023;4;2023m04;Interior;1;0;2
3304300;Rio Bonito;2023;4;2023m04;Interior;1;6;2
3304409;Rio Claro;2023;4;2023m04;Interior;0;0;1
3304508;Rio das Flores;2023;4;2023m04;Interior;0;0;0
3304524;Rio das Ostras;2023;4;2023m04;Interior;6;12;6
3304557;Rio de Janeiro;2023;4;2023m04;Capital;1276;674;701
3304607;Santa Maria Madalena;2023;4;2023m04;Interior;0;0;0
3304706;Santo Antônio de Pádua;2023;4;2023m04;Interior;0;1;1
3304755;São Francisco de Itabapoana;2023;4;2023m04;Interior;0;1;1
3304805;São Fidélis;2023;4;2023m04;Interior;0;3;0
3304904;São Gonçalo;2023;4;2023m04;Grande Niterói;105;95;89
3305000;São João da Barra;2023;4;2023m04;Interior;1;2;0
3305109;São João de Meriti;2023;4;2023m04;Baixada Fluminense;102;53;22
3305133;São José de Ubá;2023;4;2023m04;Interior;0;0;0
3305158;São José do Vale do Rio Preto;2023;4;2023m04;Interior;0;1;3
3305208;São Pedro da Aldeia;2023;4;2023m04;Interior;3;3;2
3305307;São Sebastião do Alto;2023;4;2023m04;Interior;0;0;0
3305406;Sapucaia;2023;4;2023m04;Interior;0;0;0
3305505;Saquarema;2023;4;2023m04;Interior;2;5;1
3305554;Seropédica;2023;4;2023m04;Baixada Fluminense;4;3;7
3305604;Silva Jardim;2023;4;2023m04;Interior;1;0;1
3305703;Sumidouro;2023;4;2023m04;Interior;0;0;1
3305752;Tanguá;2023;4;2023m04;Interior;1;1;1
3305802;Teresópolis;2023;4;2023m04;Interior;0;3;0
3305901;Trajano de Moraes;2023;4;2023m04;Interior;0;1;0
3306008;Três Rios;2023;4;2023m04;Interior;0;1;2
3306107;Valença;2023;4;2023m04;Interior;0;3;0
3306156;Varre-Sai;2023;4;2023m04;Interior;0;0;0
3306206;Vassouras;2023;4;2023m04;Interior;0;1;1
3306305;Volta Redonda;2023;4;2023m04;Interior;6;11;11
3300100;Angra dos Reis;2023;5;2023m05;Interior;1;8;7
3300159;Aperibé;2023;5;2023m05;Interior;0;0;0
3300209;Araruama;2023;5;2023m05;Interior;2;5;5
3300225;Areal;2023;5;2023m05;Interior;0;0;0
3300233;Armação dos Búzios;2023;5;2023m05;Interior;0;0;4
3300258;Arraial do Cabo;2023;5;2023m05;Interior;0;4;0
3300308;Barra do Piraí;2023;5;2023m05;Interior;0;1;1
3300407;Barra Mansa;2023;5;2023m05;Interior;1;5;7
3300456;Belford Roxo;2023;5;2023m05;Baixada Fluminense;128;50;57
3300506;Bom Jardim;2023;5;2023m05;Interior;0;1;2
3300605;Bom Jesus do Itabapoana;2023;5;2023m05;Interior;0;1;1
3300704;Cabo Frio;2023;5;2023m05;Interior;4;10;10
3300803;Cachoeiras de Macacu;2023;5;2023m05;Interior;2;2;4
3300902;Cambuci;2023;5;2023m05;Interior;0;0;0
3300936;Carapebus;2023;5;2023m05;Interior;0;2;0
3300951;Comendador Levy Gasparian;2023;5;2023m05;Interior;0;0;0
3301009;Campos dos Goytacazes;2023;5;2023m05;Interior;13;8;15
3301108;Cantagalo;2023;5;2023m05;Interior;0;0;0
3301157;Cardoso Moreira;2023;5;2023m05;Interior;0;0;0
3301207;Carmo;2023;5;2023m05;Interior;0;0;1
3301306;Casimiro de Abreu;2023;5;2023m05;Interior;0;3;1
3301405;Conceição de Macabu;2023;5;2023m05;Interior;2;1;0
3301504;Cordeiro;2023;5;2023m05;Interior;0;1;1
3301603;Duas Barras;2023;5;2023m05;Interior;0;2;0
3301702;Duque de Caxias;2023;5;2023m05;Baixada Fluminense;354;117;241
3301801;Engenheiro Paulo de Frontin;2023;5;2023m05;Interior;0;0;1
3301850;Guapimirim;2023;5;2023m05;Baixada Fluminense;3;1;2
3301876;Iguaba Grande;2023;5;2023m05;Interior;0;0;2
3301900;Itaboraí;2023;5;2023m05;Interior;25;16;11
3302007;Itaguaí;2023;5;2023m05;Baixada Fluminense;3;1;8
3302056;Italva;2023;5;2023m05;Interior;0;0;1
3302106;Itaocara;2023;5;2023m05;Interior;0;1;0
3302205;Itaperuna;2023;5;2023m05;Interior;0;1;4
3302254;Itatiaia;2023;5;2023m05;Interior;0;0;0
3302270;Japeri;2023;5;2023m05;Baixada Fluminense;5;4;3
3302304;Laje do Muriaé;2023;5;2023m05;Interior;0;0;0
3302403;Macaé;2023;5;2023m05;Interior;2;15;7
3302452;Macuco;2023;5;2023m05;Interior;0;0;0
3302502;Magé;2023;5;2023m05;Baixada Fluminense;13;25;8
3302601;Mangaratiba;2023;5;2023m05;Interior;1;6;1
3302700;Maricá;2023;5;2023m05;Grande Niterói;6;34;23
3302809;Mendes;2023;5;2023m05;Interior;1;0;0
3302858;Mesquita;2023;5;2023m05;Baixada Fluminense;21;26;7
3302908;Miguel Pereira;2023;5;2023m05;Interior;0;0;0
3303005;Miracema;2023;5;2023m05;Interior;0;0;0
3303104;Natividade;2023;5;2023m05;Interior;0;1;1
3303203;Nilópolis;2023;5;2023m05;Baixada Fluminense;22;14;5
3303302;Niterói;2023;5;2023m05;Grande Niterói;26;72;30
3303401;Nova Friburgo;2023;5;2023m05;Interior;0;8;1
3303500;Nova Iguaçu;2023;5;2023m05;Baixada Fluminense;131;104;59
3303609;Paracambi;2023;5;2023m05;Baixada Fluminense;0;0;0
3303708;Paraíba do Sul;2023;5;2023m05;Interior;0;0;0
3303807;Paraty;2023;5;2023m05;Interior;0;0;2
3303856;Paty do Alferes;2023;5;2023m05;Interior;0;0;0
3303906;Petrópolis;2023;5;2023m05;Interior;0;6;5
3303955;Pinheiral;2023;5;2023m05;Interior;0;1;0
3304003;Piraí;2023;5;2023m05;Interior;0;1;0
3304102;Porciúncula;2023;5;2023m05;Interior;1;0;0
3304110;Porto Real;2023;5;2023m05;Interior;0;0;0
3304128;Quatis;2023;5;2023m05;Interior;1;0;0
3304144;Queimados;2023;5;2023m05;Baixada Fluminense;3;5;5
3304151;Quissamã;2023;5;2023m05;Interior;0;0;3
3304201;Resende;2023;5;2023m05;Interior;0;2;2
3304300;Rio Bonito;2023;5;2023m05;Interior;2;12;7
3304409;Rio Claro;2023;5;2023m05;Interior;1;0;2
3304508;Rio das Flores;2023;5;2023m05;Interior;0;0;0
3304524;Rio das Ostras;2023;5;2023m05;Interior;2;8;6
3304557;Rio de Janeiro;2023;5;2023m05;Capital;1299;694;936
3304607;Santa Maria Madalena;2023;5;2023m05;Interior;0;0;0
3304706;Santo Antônio de Pádua;2023;5;2023m05;Interior;0;0;0
3304755;São Francisco de Itabapoana;2023;5;2023m05;Interior;0;0;1
3304805;São Fidélis;2023;5;2023m05;Interior;0;2;1
3304904;São Gonçalo;2023;5;2023m05;Grande Niterói;139;86;74
3305000;São João da Barra;2023;5;2023m05;Interior;1;1;0
3305109;São João de Meriti;2023;5;2023m05;Baixada Fluminense;140;41;29
3305133;São José de Ubá;2023;5;2023m05;Interior;0;0;0
3305158;São José do Vale do Rio Preto;2023;5;2023m05;Interior;0;0;0
3305208;São Pedro da Aldeia;2023;5;2023m05;Interior;3;10;3
3305307;São Sebastião do Alto;2023;5;2023m05;Interior;0;0;0
3305406;Sapucaia;2023;5;2023m05;Interior;0;0;0
3305505;Saquarema;2023;5;2023m05;Interior;2;5;2
3305554;Seropédica;2023;5;2023m05;Baixada Fluminense;8;3;3
3305604;Silva Jardim;2023;5;2023m05;Interior;1;2;0
3305703;Sumidouro;2023;5;2023m05;Interior;0;0;2
3305752;Tanguá;2023;5;2023m05;Interior;5;1;2
3305802;Teresópolis;2023;5;2023m05;Interior;0;5;2
3305901;Trajano de Moraes;2023;5;2023m05;Interior;0;0;0
3306008;Três Rios;2023;5;2023m05;Interior;0;0;2
3306107;Valença;2023;5;2023m05;Interior;0;1;0
3306156;Varre-Sai;2023;5;2023m05;Interior;0;3;0
3306206;Vassouras;2023;5;2023m05;Interior;0;1;2
3306305;Volta Redonda;2023;5;2023m05;Interior;6;11;5
3300100;Angra dos Reis;2023;6;2023m06;Interior;4;1;6
3300159;Aperibé;2023;6;2023m06;Interior;0;1;0
3300209;Araruama;2023;6;2023m06;Interior;2;9;4
3300225;Areal;2023;6;2023m06;Interior;0;0;0
3300233;Armação dos Búzios;2023;6;2023m06;Interior;0;1;1
3300258;Arraial do Cabo;2023;6;2023m06;Interior;2;2;0
3300308;Barra do Piraí;2023;6;2023m06;Interior;2;2;0
3300407;Barra Mansa;2023;6;2023m06;Interior;2;5;3
3300456;Belford Roxo;2023;6;2023m06;Baixada Fluminense;126;39;50
3300506;Bom Jardim;2023;6;2023m06;Interior;0;0;0
3300605;Bom Jesus do Itabapoana;2023;6;2023m06;Interior;0;4;3
3300704;Cabo Frio;2023;6;2023m06;Interior;5;9;4
3300803;Cachoeiras de Macacu;2023;6;2023m06;Interior;1;0;1
3300902;Cambuci;2023;6;2023m06;Interior;0;1;0
3300936;Carapebus;2023;6;2023m06;Interior;1;0;0
3300951;Comendador Levy Gasparian;2023;6;2023m06;Interior;0;0;0
3301009;Campos dos Goytacazes;2023;6;2023m06;Interior;7;18;20
3301108;Cantagalo;2023;6;2023m06;Interior;0;1;0
3301157;Cardoso Moreira;2023;6;2023m06;Interior;0;0;0
3301207;Carmo;2023;6;2023m06;Interior;0;0;0
3301306;Casimiro de Abreu;2023;6;2023m06;Interior;0;2;2
3301405;Conceição de Macabu;2023;6;2023m06;Interior;0;2;0
3301504;Cordeiro;2023;6;2023m06;Interior;0;0;0
3301603;Duas Barras;2023;6;2023m06;Interior;0;0;1
3301702;Duque de Caxias;2023;6;2023m06;Baixada Fluminense;251;83;179
3301801;Engenheiro Paulo de Frontin;2023;6;2023m06;Interior;0;0;0
3301850;Guapimirim;2023;6;2023m06;Baixada Fluminense;3;3;0
3301876;Iguaba Grande;2023;6;2023m06;Interior;1;2;0
3301900;Itaboraí;2023;6;2023m06;Interior;21;17;18
3302007;Itaguaí;2023;6;2023m06;Baixada Fluminense;7;5;7
3302056;Italva;2023;6;2023m06;Interior;0;0;0
3302106;Itaocara;2023;6;2023m06;Interior;0;0;1
3302205;Itaperuna;2023;6;2023m06;Interior;0;0;0
3302254;Itatiaia;2023;6;2023m06;Interior;0;0;0
3302270;Japeri;2023;6;2023m06;Baixada Fluminense;1;1;7
3302304;Laje do Muriaé;2023;6;2023m06;Interior;0;0;1
3302403;Macaé;2023;6;2023m06;Interior;4;13;8
3302452;Macuco;2023;6;2023m06;Interior;0;0;0
3302502;Magé;2023;6;2023m06;Baixada Fluminense;10;32;6
3302601;Mangaratiba;2023;6;2023m06;Interior;0;4;2
3302700;Maricá;2023;6;2023m06;Grande Niterói;5;26;13
3302809;Mendes;2023;6;2023m06;Interior;0;1;1
3302858;Mesquita;2023;6;2023m06;Baixada Fluminense;14;19;11
3302908;Miguel Pereira;2023;6;2023m06;Interior;0;0;0
3303005;Miracema;2023;6;2023m06;Interior;0;0;2
3303104;Natividade;2023;6;2023m06;Interior;0;0;1
3303203;Nilópolis;2023;6;2023m06;Baixada Fluminense;12;16;2
3303302;Niterói;2023;6;2023m06;Grande Niterói;24;65;25
3303401;Nova Friburgo;2023;6;2023m06;Interior;0;8;2
3303500;Nova Iguaçu;2023;6;2023m06;Baixada Fluminense;117;92;45
3303609;Paracambi;2023;6;2023m06;Baixada Fluminense;0;3;0
3303708;Paraíba do Sul;2023;6;2023m06;Interior;0;1;0
3303807;Paraty;2023;6;2023m06;Interior;0;1;2
3303856;Paty do Alferes;2023;6;2023m06;Interior;0;0;1
3303906;Petrópolis;2023;6;2023m06;Interior;1;3;6
3303955;Pinheiral;2023;6;2023m06;Interior;0;0;0
3304003;Piraí;2023;6;2023m06;Interior;0;0;0
3304102;Porciúncula;2023;6;2023m06;Interior;0;0;0
3304110;Porto Real;2023;6;2023m06;Interior;0;0;1
3304128;Quatis;2023;6;2023m06;Interior;0;0;0
3304144;Queimados;2023;6;2023m06;Baixada Fluminense;9;7;2
3304151;Quissamã;2023;6;2023m06;Interior;0;0;1
3304201;Resende;2023;6;2023m06;Interior;1;4;6
3304300;Rio Bonito;2023;6;2023m06;Interior;0;6;2
3304409;Rio Claro;2023;6;2023m06;Interior;0;0;0
3304508;Rio das Flores;2023;6;2023m06;Interior;0;0;0
3304524;Rio das Ostras;2023;6;2023m06;Interior;2;14;6
3304557;Rio de Janeiro;2023;6;2023m06;Capital;944;614;673
3304607;Santa Maria Madalena;2023;6;2023m06;Interior;0;0;0
3304706;Santo Antônio de Pádua;2023;6;2023m06;Interior;0;0;0
3304755;São Francisco de Itabapoana;2023;6;2023m06;Interior;0;2;0
3304805;São Fidélis;2023;6;2023m06;Interior;0;1;0
3304904;São Gonçalo;2023;6;2023m06;Grande Niterói;104;100;97
3305000;São João da Barra;2023;6;2023m06;Interior;0;2;0
3305109;São João de Meriti;2023;6;2023m06;Baixada Fluminense;109;57;56
3305133;São José de Ubá;2023;6;2023m06;Interior;0;0;0
3305158;São José do Vale do Rio Preto;2023;6;2023m06;Interior;0;0;0
3305208;São Pedro da Aldeia;2023;6;2023m06;Interior;1;7;3
3305307;São Sebastião do Alto;2023;6;2023m06;Interior;0;1;0
3305406;Sapucaia;2023;6;2023m06;Interior;1;1;1
3305505;Saquarema;2023;6;2023m06;Interior;3;5;4
3305554;Seropédica;2023;6;2023m06;Baixada Fluminense;6;3;7
3305604;Silva Jardim;2023;6;2023m06;Interior;0;0;0
3305703;Sumidouro;2023;6;2023m06;Interior;0;1;1
3305752;Tanguá;2023;6;2023m06;Interior;2;1;3
3305802;Teresópolis;2023;6;2023m06;Interior;0;6;3
3305901;Trajano de Moraes;2023;6;2023m06;Interior;0;0;0
3306008;Três Rios;2023;6;2023m06;Interior;1;1;3
3306107;Valença;2023;6;2023m06;Interior;0;1;0
3306156;Varre-Sai;2023;6;2023m06;Interior;0;0;0
3306206;Vassouras;2023;6;2023m06;Interior;1;0;0
3306305;Volta Redonda;2023;6;2023m06;Interior;3;7;12
3300100;Angra dos Reis;2023;7;2023m07;Interior;1;4;15
3300159;Aperibé;2023;7;2023m07;Interior;0;0;0
3300209;Araruama;2023;7;2023m07;Interior;4;11;6
3300225;Areal;2023;7;2023m07;Interior;0;0;0
3300233;Armação dos Búzios;2023;7;2023m07;Interior;0;3;2
3300258;Arraial do Cabo;2023;7;2023m07;Interior;0;2;2
3300308;Barra do Piraí;2023;7;2023m07;Interior;1;2;1
3300407;Barra Mansa;2023;7;2023m07;Interior;0;2;5
3300456;Belford Roxo;2023;7;2023m07;Baixada Fluminense;105;35;41
3300506;Bom Jardim;2023;7;2023m07;Interior;0;0;0
3300605;Bom Jesus do Itabapoana;2023;7;2023m07;Interior;0;2;1
3300704;Cabo Frio;2023;7;2023m07;Interior;4;9;8
3300803;Cachoeiras de Macacu;2023;7;2023m07;Interior;0;2;1
3300902;Cambuci;2023;7;2023m07;Interior;0;1;0
3300936;Carapebus;2023;7;2023m07;Interior;0;0;0
3300951;Comendador Levy Gasparian;2023;7;2023m07;Interior;1;1;1
3301009;Campos dos Goytacazes;2023;7;2023m07;Interior;3;13;12
3301108;Cantagalo;2023;7;2023m07;Interior;0;0;0
3301157;Cardoso Moreira;2023;7;2023m07;Interior;0;0;1
3301207;Carmo;2023;7;2023m07;Interior;0;0;0
3301306;Casimiro de Abreu;2023;7;2023m07;Interior;1;1;2
3301405;Conceição de Macabu;2023;7;2023m07;Interior;1;1;0
3301504;Cordeiro;2023;7;2023m07;Interior;0;1;1
3301603;Duas Barras;2023;7;2023m07;Interior;0;0;0
3301702;Duque de Caxias;2023;7;2023m07;Baixada Fluminense;155;71;100
3301801;Engenheiro Paulo de Frontin;2023;7;2023m07;Interior;0;0;1
3301850;Guapimirim;2023;7;2023m07;Baixada Fluminense;4;2;1
3301876;Iguaba Grande;2023;7;2023m07;Interior;0;2;0
3301900;Itaboraí;2023;7;2023m07;Interior;6;18;8
3302007;Itaguaí;2023;7;2023m07;Baixada Fluminense;1;9;13
3302056;Italva;2023;7;2023m07;Interior;0;1;0
3302106;Itaocara;2023;7;2023m07;Interior;0;3;0
3302205;Itaperuna;2023;7;2023m07;Interior;0;1;2
3302254;Itatiaia;2023;7;2023m07;Interior;0;2;1
3302270;Japeri;2023;7;2023m07;Baixada Fluminense;7;4;2
3302304;Laje do Muriaé;2023;7;2023m07;Interior;0;0;0
3302403;Macaé;2023;7;2023m07;Interior;2;9;4
3302452;Macuco;2023;7;2023m07;Interior;0;0;0
3302502;Magé;2023;7;2023m07;Baixada Fluminense;5;21;13
3302601;Mangaratiba;2023;7;2023m07;Interior;0;5;1
3302700;Maricá;2023;7;2023m07;Grande Niterói;2;16;7
3302809;Mendes;2023;7;2023m07;Interior;0;0;0
3302858;Mesquita;2023;7;2023m07;Baixada Fluminense;20;20;8
3302908;Miguel Pereira;2023;7;2023m07;Interior;0;0;0
3303005;Miracema;2023;7;2023m07;Interior;0;1;0
3303104;Natividade;2023;7;2023m07;Interior;0;0;0
3303203;Nilópolis;2023;7;2023m07;Baixada Fluminense;8;21;10
3303302;Niterói;2023;7;2023m07;Grande Niterói;11;45;19
3303401;Nova Friburgo;2023;7;2023m07;Interior;1;4;4
3303500;Nova Iguaçu;2023;7;2023m07;Baixada Fluminense;101;81;57
3303609;Paracambi;2023;7;2023m07;Baixada Fluminense;0;2;0
3303708;Paraíba do Sul;2023;7;2023m07;Interior;0;0;2
3303807;Paraty;2023;7;2023m07;Interior;0;2;1
3303856;Paty do Alferes;2023;7;2023m07;Interior;0;0;1
3303906;Petrópolis;2023;7;2023m07;Interior;0;4;9
3303955;Pinheiral;2023;7;2023m07;Interior;1;0;0
3304003;Piraí;2023;7;2023m07;Interior;0;0;1
3304102;Porciúncula;2023;7;2023m07;Interior;0;0;1
3304110;Porto Real;2023;7;2023m07;Interior;0;0;0
3304128;Quatis;2023;7;2023m07;Interior;0;0;0
3304144;Queimados;2023;7;2023m07;Baixada Fluminense;5;12;6
3304151;Quissamã;2023;7;2023m07;Interior;0;0;0
3304201;Resende;2023;7;2023m07;Interior;1;3;1
3304300;Rio Bonito;2023;7;2023m07;Interior;0;7;2
3304409;Rio Claro;2023;7;2023m07;Interior;0;1;0
3304508;Rio das Flores;2023;7;2023m07;Interior;0;0;0
3304524;Rio das Ostras;2023;7;2023m07;Interior;0;8;5
3304557;Rio de Janeiro;2023;7;2023m07;Capital;582;572;539
3304607;Santa Maria Madalena;2023;7;2023m07;Interior;0;0;0
3304706;Santo Antônio de Pádua;2023;7;2023m07;Interior;0;0;0
3304755;São Francisco de Itabapoana;2023;7;2023m07;Interior;0;3;1
3304805;São Fidélis;2023;7;2023m07;Interior;0;0;0
3304904;São Gonçalo;2023;7;2023m07;Grande Niterói;56;89;36
3305000;São João da Barra;2023;7;2023m07;Interior;1;0;0
3305109;São João de Meriti;2023;7;2023m07;Baixada Fluminense;64;43;50
3305133;São José de Ubá;2023;7;2023m07;Interior;0;0;1
3305158;São José do Vale do Rio Preto;2023;7;2023m07;Interior;0;0;0
3305208;São Pedro da Aldeia;2023;7;2023m07;Interior;1;4;5
3305307;São Sebastião do Alto;2023;7;2023m07;Interior;0;0;0
3305406;Sapucaia;2023;7;2023m07;Interior;0;1;1
3305505;Saquarema;2023;7;2023m07;Interior;0;3;2
3305554;Seropédica;2023;7;2023m07;Baixada Fluminense;2;4;6
3305604;Silva Jardim;2023;7;2023m07;Interior;1;1;0
3305703;Sumidouro;2023;7;2023m07;Interior;0;0;0
3305752;Tanguá;2023;7;2023m07;Interior;0;0;0
3305802;Teresópolis;2023;7;2023m07;Interior;0;3;5
3305901;Trajano de Moraes;2023;7;2023m07;Interior;0;0;0
3306008;Três Rios;2023;7;2023m07;Interior;1;2;3
3306107;Valença;2023;7;2023m07;Interior;0;1;1
3306156;Varre-Sai;2023;7;2023m07;Interior;0;0;0
3306206;Vassouras;2023;7;2023m07;Interior;0;0;0
3306305;Volta Redonda;2023;7;2023m07;Interior;6;7;8
3300100;Angra dos Reis;2023;8;2023m08;Interior;3;2;5
3300159;Aperibé;2023;8;2023m08;Interior;0;0;0
3300209;Araruama;2023;8;2023m08;Interior;6;5;2
3300225;Areal;2023;8;2023m08;Interior;0;1;0
3300233;Armação dos Búzios;2023;8;2023m08;Interior;0;0;0
3300258;Arraial do Cabo;2023;8;2023m08;Interior;0;0;0
3300308;Barra do Piraí;2023;8;2023m08;Interior;0;0;1
3300407;Barra Mansa;2023;8;2023m08;Interior;1;3;2
3300456;Belford Roxo;2023;8;2023m08;Baixada Fluminense;98;36;50
3300506;Bom Jardim;2023;8;2023m08;Interior;0;0;0
3300605;Bom Jesus do Itabapoana;2023;8;2023m08;Interior;0;0;0
3300704;Cabo Frio;2023;8;2023m08;Interior;3;7;10
3300803;Cachoeiras de Macacu;2023;8;2023m08;Interior;0;3;1
